"Product ID","Product Position","Promotion","Seasonal","Sales Volume","sku","name","price","currency","Datetime","terms","section","Date","Total_price"
129152,"End-cap","No","No",2356,"320423517-800-2","LIGHTWEIGHT BOMBER JACKET",49.9,"USD","2024-02-19T08:50:19.405469","jackets","MAN","2024-02-19",117564
183243,"Front of Store","Yes","No",1524,"328250627-251-46","SUIT JACKET",169.0,"USD","2024-02-19T08:50:19.899287","jackets","MAN","2024-02-19",257556
198248,"Front of Store","Yes","No",1644,"311309526-800-2","FAUX LEATHER BOMBER JACKET",69.9,"USD","2024-02-19T08:50:20.387337","jackets","MAN","2024-02-19",114916
191230,"End-cap","No","No",966,"311287528-811-2","PATCH BOMBER JACKET",89.9,"USD","2024-02-19T08:50:20.940517","jackets","MAN","2024-02-19",86843
187234,"Front of Store","Yes","Yes",2575,"342657802-914-2","STRETCH POCKET OVERSHIRT",59.9,"USD","2024-02-19T08:50:21.681257","jackets","MAN","2024-02-19",154242
148888,"Front of Store","No","No",2774,"316207898-712-2","RIB COLLAR JACKET",109.0,"USD","2024-02-19T08:50:22.196513","jackets","MAN","2024-02-19",302366
110805,"Front of Store","Yes","No",2477,"321496761-800-2","FAUX LEATHER OVERSIZED JACKET LIMITED EDITION",159.0,"USD","2024-02-19T08:50:22.752699","jackets","MAN","2024-02-19",393843
179801,"Front of Store","No","Yes",2608,"311307255-800-2","CONTRASTING PATCHES BOMBER JACKET",129.0,"USD","2024-02-19T08:50:23.449176","jackets","MAN","2024-02-19",336432
134927,"Aisle","Yes","Yes",2252,"317129011-500-2","PATCH BOMBER JACKET",129.0,"USD","2024-02-19T08:50:23.929417","jackets","MAN","2024-02-19",290508
123150,"End-cap","Yes","No",2074,"330274270-800-2","CROPPED BOMBER JACKET LIMITED EDITION",129.0,"USD","2024-02-19T08:50:24.492261","jackets","MAN","2024-02-19",267546
159145,"End-cap","Yes","No",2579,"311297855-800-2","FAUX LEATHER PUFFER JACKET",109.0,"USD","2024-02-19T08:50:25.084642","jackets","MAN","2024-02-19",281111
172364,"Aisle","Yes","No",2931,"317782474-800-2","FAUX LEATHER BOMBER JACKET",109.0,"USD","2024-02-19T08:50:26.108791","jackets","MAN","2024-02-19",319479
178281,"End-cap","No","Yes",1145,"315758723-401-2","BOMBER JACKET",109.0,"USD","2024-02-19T08:50:27.368815","jackets","MAN","2024-02-19",124805
194339,"End-cap","No","No",1792,"311302863-800-2","FAUX SUEDE JACKET",89.9,"USD","2024-02-19T08:50:28.013766","jackets","MAN","2024-02-19",161101
174412,"Aisle","No","Yes",1796,"311282759-806-2","FAUX SUEDE BOMBER JACKET",69.9,"USD","2024-02-19T08:50:28.575851","jackets","MAN","2024-02-19",125540
114877,"Aisle","No","No",1860,"323134415-700-3","SUEDE JACKET",349.0,"USD","2024-02-19T08:50:29.497634","jackets","MAN","2024-02-19",649140
140727,"End-cap","Yes","Yes",1002,"312372582-526-2","CONTRASTING COLLAR JACKET",79.9,"USD","2024-02-19T08:50:30.899896","jackets","MAN","2024-02-19",80060
133109,"Front of Store","No","Yes",2063,"321143726-712-2","TEXTURED JACKET",79.9,"USD","2024-02-19T08:50:31.435371","jackets","MAN","2024-02-19",164834
127296,"Aisle","No","No",1165,"320220949-507-2","CROPPED TEXTURED JACKET",89.9,"USD","2024-02-19T08:50:32.016086","jackets","MAN","2024-02-19",104734
133757,"Aisle","Yes","No",2071,"312664937-514-2","POCKET PUFFER JACKET",129.0,"USD","2024-02-19T08:50:32.531017","jackets","MAN","2024-02-19",267159
111760,"End-cap","No","No",1474,"321143723-401-2","TECHNICAL JACKET WITH POCKETS",109.0,"USD","2024-02-19T08:50:33.138517","jackets","MAN","2024-02-19",160666
198375,"End-cap","No","No",2202,"311297763-800-2","FAUX LEATHER JACKET",69.9,"USD","2024-02-19T08:50:33.724614","jackets","MAN","2024-02-19",153920
168837,"Aisle","No","No",665,"311292194-731-2","FAUX SUEDE JACKET",89.9,"USD","2024-02-19T08:50:34.380743","jackets","MAN","2024-02-19",59784
138505,"Front of Store","No","No",2478,"335663355-406-2","RIPPED DENIM JACKET",69.9,"USD","2024-02-19T08:50:35.011352","jackets","MAN","2024-02-19",173212
116228,"End-cap","Yes","No",647,"312363708-800-2","TEXTURED POCKET JACKET",89.9,"USD","2024-02-19T08:50:35.534355","jackets","MAN","2024-02-19",58165
167592,"Front of Store","Yes","No",707,"312320664-251-2","FAUX SUEDE PATCH JACKET",89.9,"USD","2024-02-19T08:50:36.278549","jackets","MAN","2024-02-19",63559
133100,"End-cap","Yes","No",2729,"311302445-445-97","PUFFER JACKET WITH POUCH POCKET",89.9,"USD","2024-02-19T08:50:37.262777","jackets","MAN","2024-02-19",245337
119955,"Front of Store","No","No",1590,"323216370-422-97","BOMBER JACKET",89.9,"USD","2024-02-19T08:50:37.977065","jackets","MAN","2024-02-19",142941
189349,"End-cap","Yes","No",1245,"317107014-707-2","TEXTURED WEAVE OVERSHIRT",89.9,"USD","2024-02-19T08:50:38.675293","jackets","MAN","2024-02-19",111926
127478,"Front of Store","No","Yes",2498,"328594167-800-46","STRAIGHT SUIT JACKET",129.0,"USD","2024-02-19T08:50:39.146924","jackets","MAN","2024-02-19",322242
180661,"Front of Store","No","Yes",1041,"311309598-711-2","HOODED QUILTED JACKET",129.0,"USD","2024-02-19T08:50:39.688602","jackets","MAN","2024-02-19",134289
186681,"End-cap","No","Yes",1717,"267133943-711-2","LIGHTWEIGHT PUFFER JACKET",19.99,"USD","2024-02-19T08:50:40.213708","jackets","MAN","2024-02-19",34323
133183,"Front of Store","Yes","Yes",2859,"318265017-401-2","COTTON BLEND BOMBER JACKET",89.9,"USD","2024-02-19T08:50:40.898654","jackets","MAN","2024-02-19",257024
173508,"Aisle","Yes","No",1658,"322410604-401-2","POCKET JACKET",129.0,"USD","2024-02-19T08:50:41.427891","jackets","MAN","2024-02-19",213882
187930,"End-cap","No","Yes",706,"324149982-982-2","OVERSIZED BOMBER JACKET",89.9,"USD","2024-02-19T08:50:41.944116","jackets","MAN","2024-02-19",63469
124088,"End-cap","Yes","Yes",2065,"320531693-707-2","EMBROIDERED PATCH JACKET",79.9,"USD","2024-02-19T08:50:42.629521","jackets","MAN","2024-02-19",164994
190238,"Front of Store","No","Yes",1917,"328279967-409-3","ACID WASH DENIM JACKET",89.9,"USD","2024-02-19T08:50:43.067567","jackets","MAN","2024-02-19",172338
151925,"End-cap","Yes","Yes",2179,"320774184-800-97","VINTAGE EFFECT LEATHER BOMBER JACKET",299.0,"USD","2024-02-19T08:50:43.543555","jackets","MAN","2024-02-19",651521
163234,"Front of Store","No","No",1633,"322972491-800-2","TEXTURED DENIM JACKET LIMITED EDITION",89.9,"USD","2024-02-19T08:50:44.126726","jackets","MAN","2024-02-19",146807
135610,"Aisle","Yes","Yes",1513,"321501682-800-2","WOOL BLEND JACKET",109.0,"USD","2024-02-19T08:50:45.034237","jackets","MAN","2024-02-19",164917
117065,"Aisle","Yes","Yes",758,"328616906-712-2","COTTON - LINEN BLEND JACKET",109.0,"USD","2024-02-19T08:50:45.809524","jackets","MAN","2024-02-19",82622
149315,"End-cap","Yes","No",718,"311292541-802-2","FLEECE BOMBER JACKET",109.0,"USD","2024-02-19T08:50:46.259361","jackets","MAN","2024-02-19",78262
149510,"Aisle","No","Yes",1412,"319205114-807-2","ZIPPERED JACKET",59.9,"USD","2024-02-19T08:50:47.254145","jackets","MAN","2024-02-19",84579
137990,"Aisle","No","No",2929,"276213846-500-2","COTTON JACKET",29.99,"USD","2024-02-19T08:50:49.940814","jackets","MAN","2024-02-19",87841
154016,"End-cap","Yes","Yes",2366,"328244979-064-48","WOOL BLEND TEXTURED JACKET",189.0,"USD","2024-02-19T08:50:48.692260","jackets","MAN","2024-02-19",447174
117751,"Aisle","No","No",2749,"323050745-798-97","CONTRAST JACQUARD JACKET",89.9,"USD","2024-02-19T08:50:51.200272","jackets","MAN","2024-02-19",247135
182362,"Front of Store","No","No",2019,"319166635-401-2","CROPPED OVERSHIRT",69.9,"USD","2024-02-19T08:50:51.711859","jackets","MAN","2024-02-19",141128
117725,"Aisle","No","Yes",1506,"311297489-800-2","CONTRASTING PATCHES HOODED JACKET",109.0,"USD","2024-02-19T08:50:52.206404","jackets","MAN","2024-02-19",164154
145289,"End-cap","No","No",1012,"311292073-709-2","UTILITY POCKET JACKET",109.0,"USD","2024-02-19T08:50:52.732112","jackets","MAN","2024-02-19",110308
173576,"End-cap","Yes","No",1838,"336378923-700-2","",129.0,"USD","2024-02-19T08:50:54.476057","jackets","MAN","2024-02-19",237102
175059,"Aisle","Yes","No",2170,"311292572-401-2","LIGHTWEIGHT BOMBER JACKET",49.9,"USD","2024-02-19T08:50:54.927480","jackets","MAN","2024-02-19",108283
199368,"Front of Store","No","Yes",1061,"336821611-706-2","WOOL BLEND JACKET",139.0,"USD","2024-02-19T08:50:55.455689","jackets","MAN","2024-02-19",147479
162883,"Front of Store","Yes","No",786,"311307584-518-2","TECHNICAL PADDED JACKET",139.0,"USD","2024-02-19T08:50:55.898064","jackets","MAN","2024-02-19",109254
135490,"Front of Store","No","No",1094,"321151893-609-2","MIXED COLLAR WAXED JACKET",139.0,"USD","2024-02-19T08:50:56.349784","jackets","MAN","2024-02-19",152066
125408,"End-cap","Yes","Yes",2220,"311297509-800-2","CONTRASTING PATCHES BOMBER JACKET",89.9,"USD","2024-02-19T08:50:56.784017","jackets","MAN","2024-02-19",199578
134763,"Front of Store","No","Yes",2048,"315947178-800-2","PADDED BOMBER JACKET",89.9,"USD","2024-02-19T08:50:57.586300","jackets","MAN","2024-02-19",184115
143231,"Aisle","No","No",2578,"311297745-800-2","TECHNICAL PADDED JACKET",89.9,"USD","2024-02-19T08:50:58.065096","jackets","MAN","2024-02-19",231762
125409,"End-cap","Yes","No",2040,"330290360-427-3","POCKET DENIM JACKET",89.9,"USD","2024-02-19T08:50:58.577931","jackets","MAN","2024-02-19",183396
183074,"Aisle","No","No",2791,"320449897-427-2","BOXY FIT DENIM JACKET",89.9,"USD","2024-02-19T08:50:59.005564","jackets","MAN","2024-02-19",250911
147947,"Aisle","Yes","Yes",1249,"311297724-700-97","FAUX SHEARLING PLAID JACKET",89.9,"USD","2024-02-19T08:50:59.512967","jackets","MAN","2024-02-19",112285
174171,"Front of Store","Yes","Yes",2273,"328332050-700-97","EMBROIDERED FOREST JACKET",89.9,"USD","2024-02-19T08:50:59.919169","jackets","MAN","2024-02-19",204343
183064,"Front of Store","Yes","No",1773,"311282469-505-2","POCKET OVERSHIRT",89.9,"USD","2024-02-19T08:51:00.445955","jackets","MAN","2024-02-19",159393
177131,"Aisle","Yes","Yes",1733,"319502128-515-2","BOUCLE TEXTURED VEST",69.9,"USD","2024-02-19T08:51:00.909778","jackets","MAN","2024-02-19",121137
128179,"End-cap","Yes","No",2060,"311287226-472-2","COLOR BLOCK PUFFER JACKET",89.9,"USD","2024-02-19T08:51:03.376537","jackets","MAN","2024-02-19",185194
152723,"Aisle","No","Yes",2849,"316683359-818-2","LONGLINE QUILTED JACKET",169.0,"USD","2024-02-19T08:51:03.976837","jackets","MAN","2024-02-19",481481
123824,"Aisle","Yes","No",2277,"322901350-800-46","WOOL BLEND SUIT JACKET",169.0,"USD","2024-02-19T08:51:04.381493","jackets","MAN","2024-02-19",384813
166345,"Aisle","No","Yes",1135,"322929313-802-97","HOODED KNIT CARDIGAN",69.9,"USD","2024-02-19T08:51:04.832708","jackets","MAN","2024-02-19",79336
199279,"Aisle","No","No",1770,"267186163-643-2","HOODED TECHNICAL JACKET",19.99,"USD","2024-02-19T08:51:05.301146","jackets","MAN","2024-02-19",35382
167981,"End-cap","No","No",730,"329706743-401-46","HOUNDSTOOTH SUIT JACKET",139.0,"USD","2024-02-19T08:51:05.729975","jackets","MAN","2024-02-19",101470
146839,"Aisle","No","No",1525,"321496813-710-2","BOMBER JACKET",109.0,"USD","2024-02-19T08:51:06.241653","jackets","MAN","2024-02-19",166225
187180,"Front of Store","No","Yes",647,"312596416-800-2","HOODED TECHNICAL JACKET",109.0,"USD","2024-02-19T08:51:06.707251","jackets","MAN","2024-02-19",70523
167640,"End-cap","Yes","Yes",1017,"311287132-251-2","HOODED TECHNICAL JACKET",109.0,"USD","2024-02-19T08:51:07.123755","jackets","MAN","2024-02-19",110853
165158,"Front of Store","No","No",1622,"323675323-700-2","WASHED EFFECT BOMBER JACKET",109.0,"USD","2024-02-19T08:51:07.574182","jackets","MAN","2024-02-19",176798
111521,"Front of Store","Yes","Yes",2553,"323672371-507-2","WASHED TECHNICAL JACKET",99.9,"USD","2024-02-19T08:51:08.034717","jackets","MAN","2024-02-19",255045
120228,"End-cap","No","No",2347,"327116625-505-2","100% FEATHER FILL PUFFER JACKET",89.9,"USD","2024-02-19T08:51:09.075286","jackets","MAN","2024-02-19",210995
133078,"Aisle","No","Yes",2535,"311302424-409-2","PADDED BOMBER JACKET",69.9,"USD","2024-02-19T08:51:09.691591","jackets","MAN","2024-02-19",177196
137598,"Aisle","No","Yes",2839,"329158644-605-2","POCKET JACKET",139.0,"USD","2024-02-19T08:51:16.093596","jackets","MAN","2024-02-19",394621
138779,"Front of Store","Yes","Yes",2801,"329300083-705-48","SLIM FIT SUIT JACKET",139.0,"USD","2024-02-19T08:51:16.538826","jackets","MAN","2024-02-19",389339
198329,"Front of Store","Yes","Yes",628,"323212374-510-2","MIXED COLLAR JACKET",109.0,"USD","2024-02-19T08:51:16.995121","jackets","MAN","2024-02-19",68452
110295,"End-cap","Yes","No",1448,"322547863-811-2","HOODED DENIM JACKET",129.0,"USD","2024-02-19T08:51:17.402321","jackets","MAN","2024-02-19",186792
196427,"Aisle","Yes","No",1401,"320600266-745-2","WAXED EFFECT PLAID JACKET",169.0,"USD","2024-02-19T08:51:17.903438","jackets","MAN","2024-02-19",236769
110075,"Front of Store","Yes","Yes",2185,"320771732-800-2","WOOL BLEND FELT TEXTURE JACKET",159.0,"USD","2024-02-19T08:51:18.383516","jackets","MAN","2024-02-19",347415
132322,"Front of Store","Yes","No",2135,"289179723-020-2","PRINTED DENIM OVERSHIRT",12.99,"USD","2024-02-19T08:51:30.601748","jackets","MAN","2024-02-19",27734
199631,"Front of Store","Yes","No",1269,"327747299-800-2","STRUCTURED TWILL OVERSHIRT",89.9,"USD","2024-02-19T08:51:31.586576","jackets","MAN","2024-02-19",114083
182306,"Front of Store","No","No",2805,"317782501-701-2","COTTON OVERSHIRT",89.9,"USD","2024-02-19T08:51:32.152112","jackets","MAN","2024-02-19",252170
194915,"Aisle","Yes","No",1796,"311282298-099-2","REVERSIBLE PLAID OVERSHIRT",79.9,"USD","2024-02-19T08:51:32.570179","jackets","MAN","2024-02-19",143500
131298,"End-cap","Yes","No",2133,"322612356-505-2","PLAID OVERSHIRT",69.9,"USD","2024-02-19T08:51:33.175357","jackets","MAN","2024-02-19",149097
168571,"Aisle","No","No",1778,"311282631-712-2","POCKET OVERSHIRT",89.9,"USD","2024-02-19T08:51:33.607793","jackets","MAN","2024-02-19",159842
154224,"End-cap","Yes","No",2474,"329282612-401-2","100% LINEN OVERSHIRT",89.9,"USD","2024-02-19T08:51:34.039876","jackets","MAN","2024-02-19",222413
171061,"Aisle","No","Yes",2032,"320026789-714-2","PLAID OVERSHIRT",59.9,"USD","2024-02-19T08:51:34.443542","jackets","MAN","2024-02-19",121717
119049,"Aisle","No","Yes",1659,"323216360-406-2","POCKET DENIM OVERSHIRT",89.9,"USD","2024-02-19T08:51:35.399786","jackets","MAN","2024-02-19",149144
158781,"End-cap","Yes","Yes",2443,"318209963-800-2","FAUX SUEDE OVERSHIRT",69.9,"USD","2024-02-19T08:51:35.881086","jackets","MAN","2024-02-19",170766
151438,"Aisle","No","Yes",1137,"316727555-700-2","PLAID OVERSHIRT",69.9,"USD","2024-02-19T08:51:36.352963","jackets","MAN","2024-02-19",79476
152871,"End-cap","No","Yes",1847,"312571093-710-2","TEXTURED POCKET OVERSHIRT",69.9,"USD","2024-02-19T08:51:36.786369","jackets","MAN","2024-02-19",129105
126806,"End-cap","Yes","Yes",2404,"330290387-401-2","POCKET OVERSHIRT",109.0,"USD","2024-02-19T08:51:37.296998","jackets","MAN","2024-02-19",262036
134104,"End-cap","No","Yes",1466,"313027279-800-2","OVERSHIRT",59.9,"USD","2024-02-19T08:51:37.741280","jackets","MAN","2024-02-19",87813
120266,"Front of Store","No","No",2328,"320671529-802-2","PLAID OVERSHIRT",59.9,"USD","2024-02-19T08:51:38.232540","jackets","MAN","2024-02-19",139447
173550,"End-cap","No","Yes",1431,"323646471-802-2","POCKET OVERSHIRT",59.9,"USD","2024-02-19T08:51:38.734215","jackets","MAN","2024-02-19",85717
175927,"End-cap","No","Yes",1506,"312978838-611-2","ZIPPERED WOOL BLEND OVERSHIRT",109.0,"USD","2024-02-19T08:51:39.179120","jackets","MAN","2024-02-19",164154
154278,"End-cap","No","Yes",2749,"336446858-822-2","GEOMETRIC JACQUARD OVERSHIRT",89.9,"USD","2024-02-19T08:51:39.644283","jackets","MAN","2024-02-19",247135
183537,"Front of Store","Yes","Yes",2434,"281883711-071-2","PAINT PRINT OVERSHIRT",19.99,"USD","2024-02-19T08:51:40.120546","jackets","MAN","2024-02-19",48656
150424,"Front of Store","No","Yes",2067,"313008692-514-2","PADDED CORDUROY OVERSHIRT",79.9,"USD","2024-02-19T08:51:40.636181","jackets","MAN","2024-02-19",165153
183825,"Aisle","Yes","Yes",2989,"281593208-015-2","PLAID TIE DYE OVERSHIRT",19.99,"USD","2024-02-19T08:51:41.127759","jackets","MAN","2024-02-19",59750
144012,"Front of Store","Yes","No",743,"314937772-710-2","OVERSHIRT WITH CONTRASTING TOPSTITCHING",59.9,"USD","2024-02-19T08:51:41.683535","jackets","MAN","2024-02-19",44506
147051,"Front of Store","No","No",2325,"320278659-251-2","QUILTED STRUCTURED OVERSHIRT",109.0,"USD","2024-02-19T08:51:42.158903","jackets","MAN","2024-02-19",253425
185800,"End-cap","No","Yes",1841,"321993245-500-2","TECHNICAL OVERSHIRT",109.0,"USD","2024-02-19T08:51:42.644399","jackets","MAN","2024-02-19",200669
197524,"Aisle","Yes","Yes",2231,"330590505-500-2","PLAID OVERSHIRT",49.9,"USD","2024-02-19T08:51:43.194626","jackets","MAN","2024-02-19",111327
148823,"Aisle","No","Yes",2211,"320680326-107-39","SUEDE FISHERMAN SANDALS",89.9,"USD","2024-02-19T09:00:28.426225","shoes","MAN","2024-02-19",198769
114550,"End-cap","No","No",2114,"311292244-800-39","ZIPPER MULTIPIECE SNEAKERS",69.9,"USD","2024-02-19T09:00:29.045781","shoes","MAN","2024-02-19",147769
125398,"Aisle","Yes","Yes",1350,"311307610-400-39","SUEDE LACELESS SNEAKERS",69.9,"USD","2024-02-19T09:00:30.065752","shoes","MAN","2024-02-19",94365
123985,"End-cap","No","No",2240,"311302877-203-39","MULTICOLOR SNEAKERS",69.9,"USD","2024-02-19T09:00:30.885861","shoes","MAN","2024-02-19",156576
186638,"End-cap","Yes","No",1296,"311302598-500-39","RETRO RUNNING SNEAKERS",59.9,"USD","2024-02-19T09:00:31.417902","shoes","MAN","2024-02-19",77630
167281,"End-cap","Yes","Yes",892,"311297328-800-39","SUEDE HIGH-TOPS",59.9,"USD","2024-02-19T09:00:32.028826","shoes","MAN","2024-02-19",53431
118578,"End-cap","No","Yes",1678,"311302865-804-39","SUEDE STRAP SANDALS",49.9,"USD","2024-02-19T09:00:32.665359","shoes","MAN","2024-02-19",83732
174041,"End-cap","No","No",2016,"311307489-203-39","MULTIPIECE SNEAKERS",49.9,"USD","2024-02-19T09:00:33.381812","shoes","MAN","2024-02-19",100598
127644,"Front of Store","No","Yes",1498,"311287075-120-39","TOPSTITCH SNEAKERS",45.9,"USD","2024-02-19T09:00:34.017423","shoes","MAN","2024-02-19",68758
132007,"Aisle","No","Yes",2491,"276378605-515-39","RETRO SNEAKERS",9.99,"USD","2024-02-19T09:00:34.990048","shoes","MAN","2024-02-19",24885
147998,"Aisle","No","No",2556,"277776476-700-39","RETRO HIGH TOP SNEAKERS",9.99,"USD","2024-02-19T09:00:36.249339","shoes","MAN","2024-02-19",25534
176666,"Aisle","Yes","No",2852,"313381662-202-39","MULTI-PIECED RETRO SNEAKERS",45.9,"USD","2024-02-19T09:00:37.077290","shoes","MAN","2024-02-19",130907
193686,"Aisle","Yes","No",1899,"311292343-700-39","TASSEL LEATHER LOAFERS",99.9,"USD","2024-02-19T09:00:37.630307","shoes","MAN","2024-02-19",189710
163610,"Front of Store","Yes","No",2466,"311309627-805-39","MOC-TOE SUEDE BOOTS",89.9,"USD","2024-02-19T09:00:38.631330","shoes","MAN","2024-02-19",221693
170364,"Aisle","No","No",818,"315851805-800-39","STRAP SANDALS",45.9,"USD","2024-02-19T09:00:39.391693","shoes","MAN","2024-02-19",37546
167599,"Aisle","No","No",1500,"311292644-400-39","SUEDE RETRO SNEAKERS",59.9,"USD","2024-02-19T09:00:40.449320","shoes","MAN","2024-02-19",89850
166421,"End-cap","Yes","No",2878,"311302552-800-39","HIKING BOOTS",79.9,"USD","2024-02-19T09:00:41.705006","shoes","MAN","2024-02-19",229952
129247,"Front of Store","Yes","No",2386,"311302532-102-39","SUEDE SNEAKERS",69.9,"USD","2024-02-19T09:00:42.376148","shoes","MAN","2024-02-19",166781
127314,"End-cap","Yes","Yes",2076,"311287147-723-39","FAUX SHEARLING LINED SUEDE BOOTS",99.9,"USD","2024-02-19T09:00:43.146819","shoes","MAN","2024-02-19",207392
111979,"Front of Store","No","No",2734,"311307332-202-39","CHUNKY SNEAKERS",59.9,"USD","2024-02-19T09:00:43.580910","shoes","MAN","2024-02-19",163767
120354,"Aisle","Yes","No",2836,"311282293-131-39","DOUBLE STRAP SUEDE SANDALS",59.9,"USD","2024-02-19T09:00:44.494819","shoes","MAN","2024-02-19",169876
144848,"Front of Store","No","No",2193,"311287149-800-39","CHUNKY SOLE CANVAS LACE-UP BOOTS",89.9,"USD","2024-02-19T09:00:45.935135","shoes","MAN","2024-02-19",197151
111957,"Aisle","Yes","No",2164,"311307624-500-39","SUEDE PENNY LOAFERS",89.9,"USD","2024-02-19T09:00:46.629270","shoes","MAN","2024-02-19",194544
160763,"Front of Store","Yes","Yes",991,"311282212-800-39","ADHERENT STRIPES SNEAKERS",45.9,"USD","2024-02-19T09:00:47.161331","shoes","MAN","2024-02-19",45487
168270,"End-cap","Yes","Yes",1525,"311292281-203-39","MULTIPIECE SNEAKERS",69.9,"USD","2024-02-19T09:00:47.683414","shoes","MAN","2024-02-19",106598
195082,"Front of Store","No","No",923,"311302515-800-39","CHUNKY SOLE HIGH TOP SNEAKERS",69.9,"USD","2024-02-19T09:00:48.234772","shoes","MAN","2024-02-19",64518
110329,"Front of Store","No","Yes",2397,"314937773-800-39","CONTRAST SOLE LEATHER SNEAKERS",69.9,"USD","2024-02-19T09:00:48.858592","shoes","MAN","2024-02-19",167550
147449,"End-cap","No","No",1191,"316608794-802-39","SUEDE RUNNING SNEAKERS",69.9,"USD","2024-02-19T09:00:49.398791","shoes","MAN","2024-02-19",83251
193332,"Aisle","Yes","No",1237,"319205037-800-39","WOVEN LEATHER SLIDES",49.9,"USD","2024-02-19T09:00:49.884546","shoes","MAN","2024-02-19",61726
146804,"Aisle","Yes","No",1504,"311307495-131-39","SUEDE SNEAKERS",69.9,"USD","2024-02-19T09:00:51.510009","shoes","MAN","2024-02-19",105130
188909,"Aisle","Yes","Yes",2863,"336449731-712-1","ASYMMETRIC CROPPED KNIT SWEATER",39.9,"USD","2024-02-19T09:10:31.877971","sweaters","WOMAN","2024-02-19",114234
165910,"End-cap","Yes","No",2760,"313890651-712-2","KNIT SWEATER WITH PEARLS",69.9,"USD","2024-02-19T09:10:32.534246","sweaters","WOMAN","2024-02-19",192924
